date,hy,kpj,zgj,zdj,spj,zd,zdf,jqpjj,cjl,url
2012-06-29,Au99.99,322.90,322.90,318.80,322.49,-0.22,-0.0007,320.74,"4,846.40",https://www.sge.com.cn/sjzx/mrhqsj/510618
2012-07-02,Au99.99,327.60,327.60,324.19,326.20,3.71,0.0115,325.75,"3,197.60",https://www.sge.com.cn/sjzx/mrhqsj/510619
2012-07-03,Au99.99,327.00,329.60,325.90,329.12,2.92,0.0090,328.13,"4,022.20",https://www.sge.com.cn/sjzx/mrhqsj/510620
2012-07-04,Au99.99,331.40,331.40,330.00,330.12,1.00,0.0030,330.79,"3,835.20",https://www.sge.com.cn/sjzx/mrhqsj/510621
2012-07-05,Au99.99,331.00,331.40,330.00,330.90,0.78,0.0024,330.98,"3,831.60",https://www.sge.com.cn/sjzx/mrhqsj/510622
2012-07-06,Au99.99,328.90,329.70,328.15,328.30,-2.6,-0.0079,329.13,"2,966.80",https://www.sge.com.cn/sjzx/mrhqsj/510623
2012-07-09,Au99.99,328.30,328.30,325.00,325.88,-2.42,-0.0074,325.47,"4,798.40",https://www.sge.com.cn/sjzx/mrhqsj/510624
2012-07-10,Au99.99,326.99,327.50,325.30,325.49,-0.39,-0.0012,325.90,"3,206.80",https://www.sge.com.cn/sjzx/mrhqsj/510625
2012-07-11,Au99.99,327.00,328.88,323.68,324.54,-0.95,-0.0029,324.03,"4,008.60",https://www.sge.com.cn/sjzx/mrhqsj/510626
2012-07-12,Au99.99,326.99,326.99,322.60,322.88,-1.66,-0.0051,323.00,"4,000.80",https://www.sge.com.cn/sjzx/mrhqsj/510627
2012-07-13,Au99.99,322.88,324.00,321.15,323.91,1.03,0.0032,323.32,"3,530.20",https://www.sge.com.cn/sjzx/mrhqsj/510628
2012-07-16,Au99.99,326.99,326.99,324.61,326.51,2.6,0.008,326.4,"3,052.80",https://www.sge.com.cn/sjzx/mrhqsj/510629
2012-07-17,Au99.99,327.49,327.75,326.10,327.19,0.68,0.0021,327.36,"3,153",https://www.sge.com.cn/sjzx/mrhqsj/510630
2012-07-18,Au99.99,327.90,327.90,324.00,325.04,-2.15,-0.0066,325.03,"4,011.20",https://www.sge.com.cn/sjzx/mrhqsj/510631
2012-07-19,Au99.99,325.04,325.45,323.56,325.25,0.21,0.0006,324.54,"2,988.40",https://www.sge.com.cn/sjzx/mrhqsj/510632
2012-07-20,Au99.99,325.68,326.17,324.70,325.84,0.59,0.0018,325.34,"3,579.60",https://www.sge.com.cn/sjzx/mrhqsj/510633
2012-07-23,Au99.99,325.99,325.99,323.90,324.00,-1.84,-0.0056,324.65,"2,394.20",https://www.sge.com.cn/sjzx/mrhqsj/510634
2012-07-24,Au99.99,323.51,324.80,323.30,324.52,0.52,0.0016,324.57,"3,489.40",https://www.sge.com.cn/sjzx/mrhqsj/510635
2012-07-25,Au99.99,326.00,326.68,324.00,326.57,2.05,0.0063,325.78,"2,456.80",https://www.sge.com.cn/sjzx/mrhqsj/510636
2012-07-26,Au99.99,329.00,329.93,327.03,329.47,2.90,0.0089,329.34,"3,128.60",https://www.sge.com.cn/sjzx/mrhqsj/510637
2012-07-27,Au99.99,331.49,332,330,331.93,2.46,0.0075,331.2,"3,222.20",https://www.sge.com.cn/sjzx/mrhqsj/510638
2012-07-30,Au99.99,332.49,334.00,331.50,331.75,-0.18,-0.0005,332.06,"2,739",https://www.sge.com.cn/sjzx/mrhqsj/510639
2012-07-31,Au99.99,333.00,333.00,331.30,332.35,0.60,0.0018,332.61,"3,706.60",https://www.sge.com.cn/sjzx/mrhqsj/510640
2012-08-01,Au99.99,333.00,333.00,330.41,331.51,-0.84,-0.0025,331.02,"3,367",https://www.sge.com.cn/sjzx/mrhqsj/510641
2012-08-02,Au99.99,331.51,331.51,328.01,329.40,-2.11,-0.0064,329.15,"2,903",https://www.sge.com.cn/sjzx/mrhqsj/510642
2012-08-03,Au99.99,329.50,329.50,326.91,326.99,-2.41,-0.0073,327.21,"2,930.60",https://www.sge.com.cn/sjzx/mrhqsj/510643
2012-08-06,Au99.99,327.99,330.20,327.99,329.80,2.81,0.0086,329.89,"4,022.60",https://www.sge.com.cn/sjzx/mrhqsj/510644
2012-08-07,Au99.99,330.50,331.50,330.01,331.25,1.45,0.0044,330.71,"2,847.40",https://www.sge.com.cn/sjzx/mrhqsj/510645
2012-08-08,Au99.99,333.00,333.00,329.20,329.22,-2.03,-0.0061,330.20,"2,044.60",https://www.sge.com.cn/sjzx/mrhqsj/510646
2012-08-09,Au99.99,330.80,331.50,329.80,331.07,1.85,0.0056,331.27,"3,873.80",https://www.sge.com.cn/sjzx/mrhqsj/510647
2012-08-10,Au99.99,331.39,331.39,329.80,329.87,-1.2,-0.0036,331.03,"2,847.80",https://www.sge.com.cn/sjzx/mrhqsj/510648
2012-08-13,Au99.99,332.80,332.88,331.70,332.86,2.99,0.0091,332.37,"3,138",https://www.sge.com.cn/sjzx/mrhqsj/510649
2012-08-14,Au99.99,332.86,332.86,330.20,331.25,-1.61,-0.0048,330.87,"4,314.60",https://www.sge.com.cn/sjzx/mrhqsj/510650
2012-08-15,Au99.99,329.10,329.20,328.00,328.13,-3.12,-0.0094,328.62,"4,312.20",https://www.sge.com.cn/sjzx/mrhqsj/510651
2012-08-16,Au99.99,329.80,329.80,328.70,329.25,1.12,0.0034,329.38,"2,968.40",https://www.sge.com.cn/sjzx/mrhqsj/510652
2012-08-17,Au99.99,330.00,332.00,329.21,331.87,2.62,0.008,331.47,"3,167.40",https://www.sge.com.cn/sjzx/mrhqsj/510653
2012-08-20,Au99.99,332.00,332.05,331.10,331.93,0.06,0.0002,331.85,"3,348.60",https://www.sge.com.cn/sjzx/mrhqsj/510654
2012-08-21,Au99.99,330.70,332.65,330.70,332.40,0.47,0.0014,332.18,"3,668.20",https://www.sge.com.cn/sjzx/mrhqsj/510655
2012-08-22,Au99.99,334.38,335.90,333.99,335.74,3.34,0.0100,335.52,"5,533.20",https://www.sge.com.cn/sjzx/mrhqsj/510656
2012-08-23,Au99.99,336.00,340.76,335.20,340.65,4.91,0.0146,339.90,"4,617.60",https://www.sge.com.cn/sjzx/mrhqsj/510657
2012-08-24,Au99.99,342.00,342.30,339.90,340.27,-0.38,-0.0011,340.82,"3,401",https://www.sge.com.cn/sjzx/mrhqsj/510658
2012-08-27,Au99.99,342.84,343.47,342.00,342.33,2.06,0.0061,342.92,"3,720.40",https://www.sge.com.cn/sjzx/mrhqsj/510659
2012-08-28,Au99.99,342.33,342.50,339.37,340.20,-2.13,-0.0062,340.09,"2,827.60",https://www.sge.com.cn/sjzx/mrhqsj/510660
2012-08-29,Au99.99,341.00,341.95,340.20,341.13,0.93,0.0027,341.15,"3,342.20",https://www.sge.com.cn/sjzx/mrhqsj/510661
2012-08-30,Au99.99,341.49,341.49,338.60,339.50,-1.63,-0.0048,339.42,"4,010.20",https://www.sge.com.cn/sjzx/mrhqsj/510662
2012-08-31,Au99.99,340.50,340.50,338.50,339.69,0.19,0.0006,339.11,"3,307.20",https://www.sge.com.cn/sjzx/mrhqsj/510663
2012-09-03,Au99.99,345.00,348.00,344.85,345.10,5.41,0.0159,345.17,"3,083",https://www.sge.com.cn/sjzx/mrhqsj/510664
2012-09-04,Au99.99,346.99,346.99,345.10,346.35,1.25,0.0036,346.1,"4,333.40",https://www.sge.com.cn/sjzx/mrhqsj/510665
2012-09-05,Au99.99,346.35,346.50,345.30,345.85,-0.50,-0.0014,345.84,"2,882.80",https://www.sge.com.cn/sjzx/mrhqsj/510666
2012-09-06,Au99.99,346.98,348.60,345.71,348.58,2.73,0.0079,347.15,"3,065.60",https://www.sge.com.cn/sjzx/mrhqsj/510667
2012-09-07,Au99.99,349.00,349.00,345.00,346.10,-2.48,-0.0071,346.09,"4,160.80",https://www.sge.com.cn/sjzx/mrhqsj/510668
2012-09-10,Au99.99,348.00,355.00,348.00,353.50,7.4,0.0214,354.18,"2,959.60",https://www.sge.com.cn/sjzx/mrhqsj/510669
2012-09-11,Au99.99,355.00,355.00,352.55,352.94,-0.56,-0.0016,353.35,"3,679",https://www.sge.com.cn/sjzx/mrhqsj/510670
2012-09-12,Au99.99,354.94,354.94,353.00,354.00,1.06,0.0030,353.96,"4,162.20",https://www.sge.com.cn/sjzx/mrhqsj/510671
2012-09-13,Au99.99,354.99,355.00,352.31,352.99,-1.01,-0.0029,352.96,"3,637",https://www.sge.com.cn/sjzx/mrhqsj/510672
2012-09-14,Au99.99,355.50,361.50,351.00,360.31,7.32,0.0207,360.47,"4,477",https://www.sge.com.cn/sjzx/mrhqsj/510673
2012-09-17,Au99.99,360.31,362.49,359.90,360.00,-0.31,-0.0009,360.89,"3,179.60",https://www.sge.com.cn/sjzx/mrhqsj/510674
2012-09-18,Au99.99,362.99,362.99,357.27,357.50,-2.50,-0.0069,357.69,"4,449.40",https://www.sge.com.cn/sjzx/mrhqsj/510675
2012-09-19,Au99.99,359.00,361.20,358.20,361.00,3.50,0.0098,360.19,"3,309",https://www.sge.com.cn/sjzx/mrhqsj/510676
2012-09-20,Au99.99,361.00,361.00,357.05,357.32,-3.68,-0.0102,358.77,"6,132.40",https://www.sge.com.cn/sjzx/mrhqsj/510677
2012-09-21,Au99.99,359.00,360.30,357.11,359.53,2.21,0.0062,359.86,"3,344.60",https://www.sge.com.cn/sjzx/mrhqsj/510678
2012-09-24,Au99.99,361.00,361.00,351.00,357.50,-2.03,-0.0056,357.15,"3,266.60",https://www.sge.com.cn/sjzx/mrhqsj/510679
2012-09-25,Au99.99,357.75,359.00,357.20,358.57,1.07,0.0030,358.33,"4,852.20",https://www.sge.com.cn/sjzx/mrhqsj/510680
2012-09-26,Au99.99,361.00,361.00,357.38,358.25,-0.32,-0.0009,358.02,"6,843.60",https://www.sge.com.cn/sjzx/mrhqsj/510681
2012-09-27,Au99.99,356.00,358.18,354.25,356.19,-2.06,-0.0058,356.37,"6,359.80",https://www.sge.com.cn/sjzx/mrhqsj/510682
2012-09-28,Au99.99,360.00,360.70,357.10,360.03,3.84,0.0108,360.11,"5,686",https://www.sge.com.cn/sjzx/mrhqsj/510683
2012-10-08,Au99.99,362.00,362.00,357.90,358.30,-1.73,-0.0048,358.51,"4,922",https://www.sge.com.cn/sjzx/mrhqsj/510684
2012-10-09,Au99.99,361.00,361.00,358.20,359.28,0.98,0.0027,359.71,"2,817",https://www.sge.com.cn/sjzx/mrhqsj/510685
2012-10-10,Au99.99,359.20,359.50,356.80,357.79,-1.49,-0.0041,357.58,"3,120.60",https://www.sge.com.cn/sjzx/mrhqsj/510686
2012-10-11,Au99.99,358.00,358.00,356.00,357.54,-0.25,-0.0007,356.76,"3,929.20",https://www.sge.com.cn/sjzx/mrhqsj/510687
2012-10-12,Au99.99,359.99,359.99,357.20,357.29,-0.25,-0.0007,357.57,"2,427",https://www.sge.com.cn/sjzx/mrhqsj/510688
2012-10-15,Au99.99,357.29,357.29,352.00,352.60,-4.69,-0.0131,352.27,"4,163.60",https://www.sge.com.cn/sjzx/mrhqsj/510689
2012-10-16,Au99.99,354.99,354.99,350.00,351.64,-0.96,-0.0027,351.09,"4,856.40",https://www.sge.com.cn/sjzx/mrhqsj/510690
2012-10-17,Au99.99,353.44,353.71,351.51,352.50,0.86,0.0024,353.35,"3,867.40",https://www.sge.com.cn/sjzx/mrhqsj/510691
2012-10-18,Au99.99,354.70,354.70,351.50,352.00,-0.5,-0.0014,352.51,"2,555.20",https://www.sge.com.cn/sjzx/mrhqsj/510692
2012-10-19,Au99.99,353.00,353.00,349.50,349.86,-2.14,-0.0061,350.13,"4,233.80",https://www.sge.com.cn/sjzx/mrhqsj/510693
2012-10-22,Au99.99,349.80,349.80,347.00,347.51,-2.35,-0.0067,347.58,"4,251.20",https://www.sge.com.cn/sjzx/mrhqsj/510694
2012-10-23,Au99.99,352.00,352.00,346.40,346.43,-1.08,-0.0031,347.62,"5,036.40",https://www.sge.com.cn/sjzx/mrhqsj/510695
2012-10-24,Au99.99,346.43,346.43,343.60,344.69,-1.74,-0.005,344.80,"3,420.40",https://www.sge.com.cn/sjzx/mrhqsj/510696
2012-10-25,Au99.99,349.00,349.00,342.50,345.00,0.31,0.0009,344.24,"4,467.40",https://www.sge.com.cn/sjzx/mrhqsj/510697
2012-10-26,Au99.99,345.50,345.50,341.81,342.49,-2.51,-0.0073,343.70,"4,003.80",https://www.sge.com.cn/sjzx/mrhqsj/510698
2012-10-29,Au99.99,345.99,345.99,344.20,344.43,1.94,0.0057,344.88,"4,286.80",https://www.sge.com.cn/sjzx/mrhqsj/510699
2012-10-30,Au99.99,347.00,347.00,343.51,344.29,-0.14,-0.0004,344.00,"2,724.80",https://www.sge.com.cn/sjzx/mrhqsj/510700
2012-10-31,Au99.99,346.00,346.00,343.90,343.94,-0.35,-0.001,344.31,"2,792",https://www.sge.com.cn/sjzx/mrhqsj/510701
2012-11-01,Au99.99,349.00,349.00,345.00,345.69,1.75,0.0051,345.74,"2,320.80",https://www.sge.com.cn/sjzx/mrhqsj/510702
2012-11-02,Au99.99,347.99,347.99,342.71,343.79,-1.9,-0.0055,343.78,"4,006.80",https://www.sge.com.cn/sjzx/mrhqsj/510703
2012-11-05,Au99.99,343.79,343.79,337.60,338.16,-5.63,-0.0164,337.96,"3,418.80",https://www.sge.com.cn/sjzx/mrhqsj/510704
2012-11-06,Au99.99,339.99,339.99,338.30,339.42,1.26,0.0037,339.24,"5,374",https://www.sge.com.cn/sjzx/mrhqsj/510705
2012-11-07,Au99.99,343.78,347.25,339.12,347.18,7.76,0.0229,345.65,"3,022.80",https://www.sge.com.cn/sjzx/mrhqsj/510706
2012-11-08,Au99.99,346.00,347.49,343.02,345.49,-1.69,-0.0049,345.59,"3,945",https://www.sge.com.cn/sjzx/mrhqsj/510707
2012-11-09,Au99.99,347.40,348.99,344.60,348.32,2.83,0.0082,348.33,"3,662.80",https://www.sge.com.cn/sjzx/mrhqsj/510708
2012-11-12,Au99.99,350.00,350.00,347.51,348.24,-0.08,-0.0002,348.25,"4,805",https://www.sge.com.cn/sjzx/mrhqsj/510709
2012-11-13,Au99.99,349.78,349.78,345.60,346.01,-2.23,-0.0064,345.91,"4,871.60",https://www.sge.com.cn/sjzx/mrhqsj/510710
2012-11-14,Au99.99,348.00,348.00,345.00,346.29,0.28,0.0008,346.65,"4,419.80",https://www.sge.com.cn/sjzx/mrhqsj/510711
2012-11-15,Au99.99,345.71,347.30,345.70,345.76,-0.53,-0.0015,345.95,"3,968.60",https://www.sge.com.cn/sjzx/mrhqsj/510712
2012-11-16,Au99.99,346.00,346.20,343.50,344.11,-1.65,-0.0048,344.34,"3,209.40",https://www.sge.com.cn/sjzx/mrhqsj/510713
2012-11-19,Au99.99,347.00,347.00,345.51,346.19,2.08,0.006,345.87,"3,557.80",https://www.sge.com.cn/sjzx/mrhqsj/510714
2012-11-20,Au99.99,347.20,348.00,346.50,347.67,1.48,0.0043,347.72,"4,767.40",https://www.sge.com.cn/sjzx/mrhqsj/510715
2012-11-21,Au99.99,348.98,348.98,345.60,345.60,-2.07,-0.006,346.26,"3,540.60",https://www.sge.com.cn/sjzx/mrhqsj/510716
2012-11-22,Au99.99,347.19,347.30,345.46,346.80,1.20,0.0035,347.03,"5,703.60",https://www.sge.com.cn/sjzx/mrhqsj/510717
2012-11-23,Au99.99,347.89,347.89,346.60,346.77,-0.03,-0.0001,346.93,"5,087",https://www.sge.com.cn/sjzx/mrhqsj/510718
2012-11-26,Au99.99,351.88,351.88,349.60,350.14,3.37,0.0097,350.00,"4,708.20",https://www.sge.com.cn/sjzx/mrhqsj/510719
2012-11-27,Au99.99,350.14,350.80,349.80,349.98,-0.16,-0.0005,350.10,"2,984.60",https://www.sge.com.cn/sjzx/mrhqsj/510720
2012-11-28,Au99.99,350.00,350.00,347.70,347.72,-2.26,-0.0065,348.36,"4,947.20",https://www.sge.com.cn/sjzx/mrhqsj/510721
2012-11-29,Au99.99,348.95,348.95,343.10,344.37,-3.35,-0.0096,344.50,"4,942.80",https://www.sge.com.cn/sjzx/mrhqsj/510722
2012-11-30,Au99.99,345.85,346.20,344.60,346.02,1.65,0.0048,345.46,"3,704.80",https://www.sge.com.cn/sjzx/mrhqsj/510723
2012-12-03,Au99.99,346.02,346.02,343.30,344.24,-1.78,-0.0051,344.16,"4,404.20",https://www.sge.com.cn/sjzx/mrhqsj/510724
2012-12-04,Au99.99,346.49,346.49,340.60,341.27,-2.97,-0.0086,342.11,"4,468.40",https://www.sge.com.cn/sjzx/mrhqsj/510725
2012-12-05,Au99.99,344.00,344.00,339.40,341.50,0.23,0.0007,340.64,"3,296.60",https://www.sge.com.cn/sjzx/mrhqsj/510726
2012-12-06,Au99.99,341.00,341.00,338.38,338.99,-2.51,-0.0073,339.03,"7,647",https://www.sge.com.cn/sjzx/mrhqsj/510727
2012-12-07,Au99.99,339.00,341.55,338.50,341.40,2.41,0.0071,341.23,"6,542.40",https://www.sge.com.cn/sjzx/mrhqsj/510728
2012-12-10,Au99.99,341.56,342.80,341.56,342.62,1.22,0.0036,342.46,"4,036.80",https://www.sge.com.cn/sjzx/mrhqsj/510729
2012-12-11,Au99.99,344.00,344.00,342.75,343.82,1.2,0.0035,343.15,"3,989.40",https://www.sge.com.cn/sjzx/mrhqsj/510730
2012-12-12,Au99.99,344.99,344.99,343.11,344.45,0.63,0.0018,343.87,"8,753.20",https://www.sge.com.cn/sjzx/mrhqsj/510731
2012-12-13,Au99.99,344.98,346.00,340.98,341.48,-2.97,-0.0086,341.71,"5,847.80",https://www.sge.com.cn/sjzx/mrhqsj/510732
2012-12-14,Au99.99,341.50,341.95,339.80,341.74,0.26,0.0008,341.47,"5,992.40",https://www.sge.com.cn/sjzx/mrhqsj/510733
2012-12-17,Au99.99,340.40,340.99,339.50,339.50,-2.24,-0.0066,339.96,"7,146",https://www.sge.com.cn/sjzx/mrhqsj/510734
2012-12-18,Au99.99,340.40,342.09,339.93,342.00,2.5,0.0074,341.49,"6,089.60",https://www.sge.com.cn/sjzx/mrhqsj/510735
2012-12-19,Au99.99,342.00,342.00,336.40,336.96,-5.04,-0.0147,336.99,"7,386.20",https://www.sge.com.cn/sjzx/mrhqsj/510736
2012-12-20,Au99.99,337.99,337.99,334.71,335.64,-1.32,-0.0034,335.09,"5,573.40",https://www.sge.com.cn/sjzx/mrhqsj/510737
2012-12-21,Au99.99,339.64,339.64,328.50,330.62,-5.02,-0.015,330.19,"7,961.40",https://www.sge.com.cn/sjzx/mrhqsj/510738
2012-12-24,Au99.99,333.98,334.50,331.90,334.01,3.39,0.0103,333.12,"8,854.20",https://www.sge.com.cn/sjzx/mrhqsj/510739
2012-12-25,Au99.99,334.50,334.50,333.20,333.40,-0.61,-0.0018,333.52,"5,444.60",https://www.sge.com.cn/sjzx/mrhqsj/510740
2012-12-26,Au99.99,336.00,336.00,332.60,333.27,-0.13,-0.0004,333.18,"6,467.60",https://www.sge.com.cn/sjzx/mrhqsj/510741
2012-12-27,Au99.99,333.35,334.78,332.80,333.08,-0.19,-0.0006,333.18,"6,717.60",https://www.sge.com.cn/sjzx/mrhqsj/510742
2012-12-28,Au99.99,333.90,334.70,332.50,332.84,-0.24,-0.0007,334.03,"8,249.60",https://www.sge.com.cn/sjzx/mrhqsj/510743
2012-12-31,Au99.99,334.99,334.99,333.00,334.50,1.66,0.005,333.70,"3,375.60",https://www.sge.com.cn/sjzx/mrhqsj/510744
2013-01-04,Au99.99,334.99,334.99,330.90,331.47,-3.03,-0.0091,331.80,"9,308.80",https://www.sge.com.cn/sjzx/mrhqsj/510745
2013-01-07,Au99.99,333.50,334.10,333.00,333.50,2.03,0.0061,333.65,"19,504.80",https://www.sge.com.cn/sjzx/mrhqsj/510746
2013-01-08,Au99.99,333.00,333.00,330.70,331.58,-1.92,-0.0058,331.49,"9,294.40",https://www.sge.com.cn/sjzx/mrhqsj/510747
2013-01-09,Au99.99,332.34,334.00,331.60,333.98,2.4,0.0072,333.36,"5,631",https://www.sge.com.cn/sjzx/mrhqsj/510748
2013-01-10,Au99.99,333.98,333.98,332.40,333.70,-0.28,-0.0008,333.10,"7,746.60",https://www.sge.com.cn/sjzx/mrhqsj/510749
2013-01-11,Au99.99,334.45,336.47,333.20,335.93,2.23,0.0067,335.88,"7,342.60",https://www.sge.com.cn/sjzx/mrhqsj/510750
2013-01-14,Au99.99,339.96,339.96,334.10,335.92,-0.01,0,334.75,"10,002.40",https://www.sge.com.cn/sjzx/mrhqsj/510751
2013-01-15,Au99.99,335.92,337.80,334.60,337.49,1.57,0.0047,336.15,"8,706",https://www.sge.com.cn/sjzx/mrhqsj/510752
2013-01-16,Au99.99,337.95,338.30,337.00,337.70,0.21,0.0006,337.81,"10,496.20",https://www.sge.com.cn/sjzx/mrhqsj/510753
2013-01-17,Au99.99,337.95,337.95,336.40,337.40,-0.3,-0.0009,337.17,"5,871.60",https://www.sge.com.cn/sjzx/mrhqsj/510754
2013-01-18,Au99.99,338.94,339.65,335.20,339.21,1.81,0.0054,338.73,"9,073.80",https://www.sge.com.cn/sjzx/mrhqsj/510755
2013-01-21,Au99.99,339.49,339.49,338.51,339.35,0.14,0.0004,339.25,"6,760.80",https://www.sge.com.cn/sjzx/mrhqsj/510756
2013-01-22,Au99.99,340.35,340.40,335.80,339.83,0.48,0.0014,339.99,"8,136.20",https://www.sge.com.cn/sjzx/mrhqsj/510757
2013-01-23,Au99.99,340.40,340.40,339.02,339.80,-0.03,-0.0001,339.92,"8,154.40",https://www.sge.com.cn/sjzx/mrhqsj/510758
2013-01-24,Au99.99,340.80,340.80,337.08,337.39,-2.41,-0.0071,337.65,"6,953.40",https://www.sge.com.cn/sjzx/mrhqsj/510759
2013-01-25,Au99.99,338.85,338.85,334.85,336.18,-1.21,-0.0036,335.60,"8,800.80",https://www.sge.com.cn/sjzx/mrhqsj/510760
2013-01-28,Au99.99,335.00,335.00,333.02,334.62,-1.56,-0.0046,334.38,"8,923.60",https://www.sge.com.cn/sjzx/mrhqsj/510761
2013-01-29,Au99.99,334.70,335.65,333.50,335.33,0.71,0.0021,334.45,"8,085",https://www.sge.com.cn/sjzx/mrhqsj/510762
2013-01-30,Au99.99,335.40,336.10,334.50,336.00,0.67,0.002,335.40,"9,170.40",https://www.sge.com.cn/sjzx/mrhqsj/510763
2013-01-31,Au99.99,336.00,338.05,335.50,336.80,0.8,0.0024,337.29,"6,076.60",https://www.sge.com.cn/sjzx/mrhqsj/510764
2013-02-01,Au99.99,336.70,336.70,334.05,335.04,-1.76,-0.0052,334.62,"7,993.40",https://www.sge.com.cn/sjzx/mrhqsj/510765
2013-02-04,Au99.99,336.59,336.90,334.81,336.74,1.7,0.0051,336.56,"9,435.20",https://www.sge.com.cn/sjzx/mrhqsj/510766
2013-02-05,Au99.99,336.74,337.60,335.42,337.10,0.36,0.0011,337.13,"9,036.80",https://www.sge.com.cn/sjzx/mrhqsj/510767
2013-02-06,Au99.99,337.39,338.38,336.00,337.16,0.06,0.0002,336.78,"6,459.20",https://www.sge.com.cn/sjzx/mrhqsj/510768
2013-02-07,Au99.99,337.99,338.30,337.00,337.30,0.14,0.0004,337.75,"5,849",https://www.sge.com.cn/sjzx/mrhqsj/510769
2013-02-08,Au99.99,337.50,337.80,335.58,336.75,-0.55,-0.0016,336.52,"3,083",https://www.sge.com.cn/sjzx/mrhqsj/510770
2013-02-18,Au99.99,332.50,333.75,326.40,327.25,-9.5,-0.0282,326.68,"22,024",https://www.sge.com.cn/sjzx/mrhqsj/510771
2013-02-19,Au99.99,327.79,327.79,326.00,326.79,-0.46,-0.0014,326.83,"13,621.40",https://www.sge.com.cn/sjzx/mrhqsj/510772
2013-02-20,Au99.99,327.99,327.99,325.20,326.00,-0.79,-0.0024,325.75,"10,695.80",https://www.sge.com.cn/sjzx/mrhqsj/510773
2013-02-21,Au99.99,326.00,326.00,316.80,319.04,-6.96,-0.0213,317.88,"14,400.60",https://www.sge.com.cn/sjzx/mrhqsj/510774
2013-02-22,Au99.99,320.30,323.50,318.60,323.48,4.44,0.0139,321.82,"14,728.20",https://www.sge.com.cn/sjzx/mrhqsj/510775
2013-02-25,Au99.99,324.48,324.48,321.20,323.55,0.07,0.0002,322.45,"12,239.20",https://www.sge.com.cn/sjzx/mrhqsj/510776
2013-02-26,Au99.99,324.40,326.00,323.40,323.99,0.44,0.0014,324.73,"16,711.80",https://www.sge.com.cn/sjzx/mrhqsj/510778
2013-02-27,Au99.99,326.49,326.86,324.10,326.71,2.72,0.0084,326.43,"12,683.80",https://www.sge.com.cn/sjzx/mrhqsj/510777
2013-02-28,Au99.99,326.00,326.05,323.90,323.99,-2.72,-0.0083,324.27,"10,821",https://www.sge.com.cn/sjzx/mrhqsj/510779
2013-03-01,Au99.99,324.99,324.99,320.33,320.70,-3.29,-0.0102,320.64,"12,976",https://www.sge.com.cn/sjzx/mrhqsj/510780
2013-03-04,Au99.99,323.49,323.49,319.80,320.20,-0.5,-0.0016,320.47,"14,986.40",https://www.sge.com.cn/sjzx/mrhqsj/510781
2013-03-05,Au99.99,321.00,321.00,319.50,320.56,0.36,0.0011,320.16,"13,390.80",https://www.sge.com.cn/sjzx/mrhqsj/510782
2013-03-06,Au99.99,321.00,321.20,319.00,319.03,-1.53,-0.0048,319.64,"12,489.80",https://www.sge.com.cn/sjzx/mrhqsj/510783
2013-03-07,Au99.99,321.00,321.00,317.80,319.00,-0.03,-0.0001,319.20,"14,008.80",https://www.sge.com.cn/sjzx/mrhqsj/510784
2013-03-08,Au99.99,320.00,320.00,317.30,318.35,-0.65,-0.002,317.92,"15,940.80",https://www.sge.com.cn/sjzx/mrhqsj/510785
2013-03-11,Au99.99,319.98,319.98,318.00,319.50,1.15,0.0036,318.87,"13,534.20",https://www.sge.com.cn/sjzx/mrhqsj/510786
2013-03-12,Au99.99,319.97,319.97,318.59,319.49,-0.01,0,319.12,"10,483.20",https://www.sge.com.cn/sjzx/mrhqsj/510787
2013-03-13,Au99.99,314.28,321.98,314.28,320.90,1.41,0.0044,320.84,"9,085",https://www.sge.com.cn/sjzx/mrhqsj/510788
2013-03-14,Au99.99,320.90,321.50,319.30,319.41,-1.49,-0.0046,319.76,"7,368.40",https://www.sge.com.cn/sjzx/mrhqsj/510789
2013-03-15,Au99.99,319.69,320.50,318.83,320.08,0.67,0.0021,320.01,"9,654.60",https://www.sge.com.cn/sjzx/mrhqsj/510790
2013-03-18,Au99.99,321.95,321.95,320.20,321.19,1.11,0.0035,320.50,"5,947.20",https://www.sge.com.cn/sjzx/mrhqsj/510791
2013-03-19,Au99.99,322.00,322.40,320.20,321.82,0.63,0.002,321.86,"6,135",https://www.sge.com.cn/sjzx/mrhqsj/510792
2013-03-20,Au99.99,322.00,323.16,321.10,322.93,1.11,0.0034,322.87,"8,269.80",https://www.sge.com.cn/sjzx/mrhqsj/510793
2013-03-21,Au99.99,322.93,322.93,321.60,322.23,-0.7,-0.0022,322.14,"6,969.20",https://www.sge.com.cn/sjzx/mrhqsj/510794
2013-03-22,Au99.99,323.15,323.25,322.60,322.70,0.47,0.0015,323.06,"6,726.20",https://www.sge.com.cn/sjzx/mrhqsj/510795
2013-03-25,Au99.99,322.00,322.68,322.00,322.15,-0.55,-0.0017,322.36,"7,026.60",https://www.sge.com.cn/sjzx/mrhqsj/510796
2013-03-26,Au99.99,322.15,322.15,319.30,321.05,-1.1,-0.0034,320.96,"6,689.40",https://www.sge.com.cn/sjzx/mrhqsj/510797
2013-03-27,Au99.99,321.05,321.05,318.90,319.25,-1.8,-0.0056,320.02,"9,319",https://www.sge.com.cn/sjzx/mrhqsj/510798
2013-03-28,Au99.99,321.20,321.49,319.85,321.11,1.86,0.0058,321.22,"10,270.80",https://www.sge.com.cn/sjzx/mrhqsj/510799
